domain,tld,status,description,ollama_country,final_country,processed_at,company_name,date,source,location
Unique relations,pr austria,READ_,Reputation cleaning and lobbying,Austria,Austria,2025-10-21T10:12:13.678249,,Nov-28-2024 21:37,WikileaksV2,PR Austria
Thonburi Energy Storage Systems,thailand,READ_,The global battery problem for Mercedes-Benz,Thailand,Thailand,2025-10-21T10:12:14.081582,,Nov-27-2024 23:31,WikileaksV2,Thailand
Tholen Elektrotechnik,germany,READ_,Light up all the secrets,Germany,Germany,2025-10-21T10:12:14.457331,,Nov-02-2024 17:29,WikileaksV2,Germany
Summer Fresh Salads Incorporated,canada,READ_,Unhealthy dangerous food,Canada,Canada,2025-10-21T10:12:14.834525,,Nov-02-2024 17:12,WikileaksV2,Canada
Oppida Estates Limited,london,READ_,We pretend it's normal.,United Kingdom,United Kingdom,2025-10-21T10:12:15.349291,,Nov-02-2024 16:56,WikileaksV2,London
The North Cottage Program,ma usa,READ_,A deep hole in addiction treatment,USA,USA,2025-10-21T10:12:15.700765,,Oct-20-2024 13:00,WikileaksV2,MA USA
NEAFIDI,italy,READ_,Corporate raid for businessmen,Italy,Italy,2025-10-21T10:12:16.165127,,Oct-20-2024 12:36,WikileaksV2,ITALY
McSweeney / Langevin,mn usa,READ_,Hype in the law,USA,USA,2025-10-21T10:12:16.549430,,Oct-16-2024 15:35,WikileaksV2,MN USA
Maier Sanitär-Technik,germany,READ_,All the secrets of a family business.,Germany,Germany,2025-10-21T10:12:17.013069,,Oct-15-2024 13:38,WikileaksV2,Germany
MACCARINELLI GRUPPO,it,READ_,Formula 1 key,Italy,Italy,2025-10-21T10:12:17.493441,,Oct-14-2024 12:59,WikileaksV2,IT
Loran srl,italy,READ_,Why is the healthcare sector hacked so often?,Italy,Italy,2025-10-21T10:12:17.974767,,Oct-11-2024 11:53,WikileaksV2,Italy
Thonburi Energy Storage Systems,thailand,READ_,The global battery problem for Mercedes-Benz,Thailand,Thailand,2025-10-21T10:12:18.514129,,Nov-27-2024 23:31,WikileaksV2,Thailand
Tholen Elektrotechnik,germany,READ_,Light up all the secrets,Germany,Germany,2025-10-21T10:12:18.931699,,Nov-02-2024 17:29,WikileaksV2,Germany
Summer Fresh Salads Incorporated,canada,READ_,Unhealthy dangerous food,Canada,Canada,2025-10-21T10:12:19.384527,,Nov-02-2024 17:12,WikileaksV2,Canada
Oppida Estates Limited,london,READ_,We pretend it's normal.,United Kingdom,United Kingdom,2025-10-21T10:12:19.804172,,Nov-02-2024 16:56,WikileaksV2,London
The North Cottage Program,ma usa,READ_,A deep hole in addiction treatment,USA,USA,2025-10-21T10:12:20.250241,,Oct-20-2024 13:00,WikileaksV2,MA USA
NEAFIDI,italy,READ_,Corporate raid for businessmen,Italy,Italy,2025-10-21T10:12:20.732793,,Oct-20-2024 12:36,WikileaksV2,ITALY
McSweeney / Langevin,mn usa,READ_,Hype in the law,USA,USA,2025-10-21T10:12:21.093361,,Oct-16-2024 15:35,WikileaksV2,MN USA
Maier Sanitär-Technik,germany,READ_,All the secrets of a family business.,Germany,Germany,2025-10-21T10:12:21.508172,,Oct-15-2024 13:38,WikileaksV2,Germany
MACCARINELLI GRUPPO,it,READ_,Formula 1 key,Italy,Italy,2025-10-21T10:12:22.018053,,Oct-14-2024 12:59,WikileaksV2,IT
Loran srl,italy,READ_,Why is the healthcare sector hacked so often?,Italy,Italy,2025-10-21T10:12:22.502970,,Oct-11-2024 11:53,WikileaksV2,Italy
Municipalité La Guadeloupe,canada,READ_,Deep budget hole and potential theft,Canada,Canada,2025-10-21T10:12:23.012801,,Sep-05-2024 12:12,WikileaksV2,Canada
MORDFIN GROUP,ny,READ_,Dirty jewelry.,unknown,United States,2025-10-21T10:12:23.618291,,Aug-31-2024 13:03,WikileaksV2,NY
France buries Liberté.,unknown,READ_,Why the arrest of Pavel Durov is another nail in the coffin of anonymity on the Internet.,France,France,2025-10-21T10:12:24.138813,,Aug-27-2024 13:34,WikileaksV2,unknown
Jean Nouvel design,unknown,READ_,Immersion in luxury,unknown,unknown,2025-10-21T10:12:24.494979,,Aug-27-2024 13:23,WikileaksV2,unknown
Neurology Center of Nevada,unknown,READ_,A headache for patients.,unknown,unknown,2025-10-21T10:12:25.128329,,Aug-22-2024 16:06,WikileaksV2,unknown
Intuitae,paris,READ_,A bad friend to a rich family.,France,France,2025-10-21T10:12:25.615882,,Aug-12-2024 15:11,WikileaksV2,Paris
"Precision Flange and Machine, Houston",tx,READ_,"Small production, big problem.",USA,USA,2025-10-21T10:12:26.073706,,Aug-11-2024 13:00,WikileaksV2,TX
Mitchell County,north carolina,READ_,You have no idea WHAT they know!,United States,United States,2025-10-21T10:12:26.475824,,Aug-05-2024 13:01,WikileaksV2,North Carolina
Gropper & Nejat,pllc,READ_,"Attorney-client privilege? We don't know what it is! (caution, shocking content)",unknown,PLLC,2025-10-21T10:12:27.073917,,Aug-04-2024 14:50,WikileaksV2,PLLC
Charles A. Evans,md,READ_,Life- and health-threatening doctor,unknown,MD,2025-10-21T10:12:27.657576,,Aug-04-2024 14:34,WikileaksV2,MD
Sippex MEDIPPEX GROUP,unknown,READ_,Sippex employees have passed a vote of economic distrust of the company's management.,unknown,unknown,2025-10-21T10:12:28.157669,,Aug-04-2024 14:04,WikileaksV2,unknown
Inforius,belgium,READ_,A dangerous IT service provider for public authorities,Belgium,Belgium,2025-10-21T10:12:28.667376,,Aug-04-2024 13:42,WikileaksV2,belgium
CONSEGUROS,unknown,READ_,Insurance without protection,unknown,unknown,2025-10-21T10:12:29.923228,,Aug-04-2024 13:25,WikileaksV2,unknown
"St Vincent de Paul Catholic School, Peoria",il,READ_,Prayers did not help.,United States,United States,2025-10-21T10:12:30.426227,,Aug-04-2024 13:05,WikileaksV2,IL
A&A Industrial Piping,ny,READ_,Terrorist threat to the city.,United States,United States,2025-10-21T10:12:30.834627,,Aug-04-2024 12:22,WikileaksV2,NY
GOLDEN ACRE Home and Garden Sentre Ltd.,unknown,READ_,A toxic business in every sense,unknown,unknown,2025-10-21T10:12:31.391470,,Jul-01-2024 12:05,WikileaksV2,unknown
Consulting Radiologues,ltd.,READ_,Catastrophically transparent personal information.,unknown,Ltd.,2025-10-21T10:12:32.577351,,Jun-27-2024 15:13,WikileaksV2,Ltd.
Pathology services provider Synnovis,unknown,READ_,What secrets were they trying to hide?,unknown,unknown,2025-10-21T10:12:32.952618,,Jun-23-2024 18:09,WikileaksV2,unknown
Qilin. Who are they?,unknown,READ_,Interview. Who are they? Why are they doing all this? Money? Popularity? Revenge?,unknown,unknown,2025-10-21T10:12:33.547549,,Jun-19-2024 20:17,WikileaksV2,unknown
Hotel Continental,unknown,READ_,"The guests are promised the highest level of service and complete privacy of their vacation. However, this is not true.",unknown,unknown,2025-10-21T10:12:33.911267,,Jun-17-2024 08:34,WikileaksV2,unknown
The Wacks Law Group,unknown,READ_,Your family secrets will be revealed to everyone.,unknown,unknown,2025-10-21T10:12:34.355536,,Jun-17-2024 06:51,WikileaksV2,unknown
Corinth Coca-Cola Bottling Works,unknown,READ_,All the secrets of a global corporation.,unknown,unknown,2025-10-21T10:12:34.810734,,Jun-10-2024 15:52,WikileaksV2,unknown
W.P.J. McCarthy and Company,unknown,READ_,A very poor choice of realtor partner,unknown,unknown,2025-10-21T10:12:35.233329,,Jun-08-2024 15:25,WikileaksV2,unknown
Clarity Water Technologies,llc,READ_,"They may be making the water clean, but the inside of the company is messy.",United States,United States,2025-10-21T10:12:35.764875,,Jun-02-2024 19:29,WikileaksV2,LLC
Burnham Wood Charter schools - corruption and nepotism.,unknown,READ_,"With this message we say hello to the Superintendent of Burnham Wood Charter Schools, Dr. Joe E. Gonzales.",unknown,unknown,2025-10-21T10:12:36.456265,,May-29-2024 20:13,WikileaksV2,unknown
The Watergate Hotel is a disaster of international proportions.,unknown,READ_,"The Watergate Hotel is a disaster of international proportions. Two kilometers from the White House there is one of the best hotels in the United States, the Luxury Washington D.C. Hotel The Watergate Hotel",United States,United States,2025-10-21T10:12:37.010445,,May-24-2024 15:03,WikileaksV2,unknown
The Weinstein Firm,unknown,READ_,Thousands of the weinshtein firm's client files have ended up in the public domain because of the attorneys' inattention and stupidity.,unknown,unknown,2025-10-21T10:12:37.633825,,May-21-2024 15:19,WikileaksV2,unknown
Williams RDM. Substandard Components For The F-16,unknown,READ_,A private company in Texas supplied substandard components for the F-16. Secret DCMA and DLA documents have been published.,United States,United States,2025-10-21T10:12:38.134144,,May-17-2024 15:53,WikileaksV2,unknown
Big Issue Group,unknown,READ_,The scandalous truth about the Big Issue Foundation.,United Kingdom,United Kingdom,2025-10-21T10:12:38.690978,,May-14-2024 15:52,WikileaksV2,unknown
ASZ GmbH & Co,unknown,READ_,"Today, data from ASZ GmbH & Co, a company specializing in occupational health and safety, has come to our attention. ASZ GmbH & Co experienced a serious cyberattack that resulted in the company's confidential data being compromised and available in the public domain. This incident poses a serious threat to both the company itself and its customers.",Germany,Germany,2025-10-21T10:12:39.344811,,May-10-2024 12:27,WikileaksV2,unknown
Ascentia Group Pty Ltd,unknown,READ_,"Ascentia Group Pty Ltd, a financial planning company, has today been the victim of a cyber-attack that has resulted in its clients' data being made publicly available. This incident poses a serious threat to the privacy and security of financial data.",Australia,Australia,2025-10-21T10:12:39.864151,,May-09-2024 16:45,WikileaksV2,unknown
CORTEL Technology Solutions,unknown,READ_,"News of a cyberattack on CORTEL Technologies, a company specializing in satellite television, has caused a wave of anxiety and concern among its customers. In this article, we will examine the scope of the incident and its impact on the security of users' personal information and their home addresses, as well as their payment information.",unknown,unknown,2025-10-21T10:12:40.298426,,May-08-2024 14:22,WikileaksV2,unknown
Conley & Wirick,p.a,READ_,Shocking news has rocked the legal services world: the firm of Conley & Wirick has been subjected to a cyber-attack that compromised all of the firm's data and made it available online. The incident raised serious concerns about the security of confidential information and raised questions about cybersecurity in the legal industry.,United States,United States,2025-10-21T10:12:40.868203,,May-07-2024 13:22,WikileaksV2,P.A
AWM Global Advisors,unknown,READ_,"AWM Global Advisors is an independent, fee based, Registered Investment Advisor,locatedin San Diego, California.AWMis dedicated to providing comprehensivewealth management solutions and portfolio management services to high net worth investorsand businesses",United States,United States,2025-10-21T10:12:41.386514,,May-06-2024 12:47,WikileaksV2,unknown
WHO ARE WE?,unknown,READ_,"WikiLeaks2 — we are the followers of Julian Assange’s case, which has lived, lives and will live despite all the difficulties faced by the international organization WikiLeaks.",United Kingdom,United Kingdom,2025-10-21T10:12:41.871166,,Apr-26-2024 21:32,WikileaksV2,unknown
CONTACTS OF LEGAL ORGANIZATIONS,unknown,READ_,"If your Organization is among the data posted, you can contact a law company for assistance.",unknown,unknown,2025-10-21T10:12:42.318555,,Apr-26-2024 21:12,WikileaksV2,unknown
LAW ENFORCEMENT CONTACTS,unknown,READ_,"Everyone is welcome to help us fight against injustice. If you have found data in documents that violate any laws, please report it to the necessary law-enforcement organizations.",unknown,unknown,2025-10-21T10:12:42.808587,,Apr-26-2024 20:55,WikileaksV2,unknown
BAXTER COUNTY SHERIFF. John Montgomery.,unknown,READ_,"We say hello to Sheriff John Montgomery of Mountain Home Township, Arkansas. Sheriff, you've been on the job since 2005. Isn't it time for a vacation? You like little kids, don't you, Sheriff?",United States,United States,2025-10-21T10:12:43.361835,,Apr-22-2024 07:53,WikileaksV2,unknown
CARDIOVASCULAR CONSULTANTS. PATIENT PERSONAL DATA,unknown,READ_,"The consequences for Cardiovascular Consultants Hospital following the leak of sensitive patient data can be serious and include: Reputational damage: Leakage of confidential patient medical data can seriously undermine public confidence in the hospital. This could lead to loss of patients, physician attrition, and a poor reputation, which in turn could negatively impact the hospital’s financial position and long-term sustainability.",unknown,unknown,2025-10-21T10:12:43.987580,,Apr-22-2024 07:22,WikileaksV2,unknown
